"protein"	"exposure"	"outcome"	"SNP"	"b"	"se"	"p"	"Nsnp"	"mark"
"PAPPA_CVDI"	"PAPPA"	"Total cholesterol"	"rs74445441"	0.203319502074689	0.0782454060462359	0.00936361772477444	8	"pan"
"PAPPA_CVDI"	"PAPPA"	"Total cholesterol"	"All - Inverse variance weighted"	-0.0148717306772989	0.0478765958497057	0.756084717558153	8	"pan"
"PAR-1_CVDI"	"PAR-1"	"Total cholesterol"	"rs10761741"	0.110294117647059	0.0378151260504202	0.0035379364782221	2	"pan"
"PAR-1_CVDI"	"PAR-1"	"Total cholesterol"	"rs250727"	-0.0448247758761206	0.0415647921760391	0.280841292693571	2	"pan"
"PAR-1_CVDI"	"PAR-1"	"Total cholesterol"	"All - Inverse variance weighted"	0.0400457027279892	0.0772140958333486	0.604017373465368	2	"pan"
"PDGF_subunit_B_CVDI"	"PDGF_subunit_B"	"Total cholesterol"	"rs10499859"	-0.0253164556962025	0.0806962025316456	0.753729539113066	5	"pan"
"PDGF_subunit_B_CVDI"	"PDGF_subunit_B"	"Total cholesterol"	"rs10761741"	0.114130434782609	0.0391304347826087	0.0035379364782221	5	"pan"
"PDGF_subunit_B_CVDI"	"PDGF_subunit_B"	"Total cholesterol"	"rs11594179"	-0.0300429184549356	0.0643776824034335	0.640738381802541	5	"pan"
"PDGF_subunit_B_CVDI"	"PDGF_subunit_B"	"Total cholesterol"	"rs11639051"	-0.0290858725761773	0.0789473684210526	0.71255930200628	5	"pan"
"PDGF_subunit_B_CVDI"	"PDGF_subunit_B"	"Total cholesterol"	"rs4734879"	-0.0233739837398374	0.0619918699186992	0.706137056836058	5	"pan"
"PDGF_subunit_B_CVDI"	"PDGF_subunit_B"	"Total cholesterol"	"All - Inverse variance weighted"	0.0358516254490209	0.0350420203523068	0.306258753365733	5	"pan"
"PECAM-1_CVDI"	"PECAM-1"	"Total cholesterol"	"rs507666"	-0.143385373870173	0.0129416598192276	1.57988919681878e-28	1	"pan"
"PECAM-1_CVDI"	"PECAM-1"	"Total cholesterol"	"All - Wald ratio"	-0.143385373870173	0.0129416598192276	1.57988919681878e-28	1	"pan"
"PSGL-1_CVDI"	"PSGL-1"	"Total cholesterol"	"rs10781366"	0.00745473908413206	0.0628328008519702	0.905557350848683	3	"pan"
"PSGL-1_CVDI"	"PSGL-1"	"Total cholesterol"	"rs10819317"	-0.0174904942965779	0.0608365019011407	0.773729501937454	3	"pan"
"PSGL-1_CVDI"	"PSGL-1"	"Total cholesterol"	"rs11829928"	-0.0103000714455823	0.0121457489878543	0.396416131306575	3	"pan"
"PSGL-1_CVDI"	"PSGL-1"	"Total cholesterol"	"All - Inverse variance weighted"	-0.00995025942398107	0.0117022998004171	0.395168105678116	3	"pan"
"PTX3_CVDI"	"PTX3"	"Total cholesterol"	"rs13082208"	-0.2	0.0742857142857143	0.00709594454353092	4	"pan"
"PTX3_CVDI"	"PTX3"	"Total cholesterol"	"rs7913729"	-0.012437215977039	0.0141114565893327	0.378125201477686	4	"pan"
"PTX3_CVDI"	"PTX3"	"Total cholesterol"	"rs869463"	0.0112028301886792	0.0341981132075472	0.743224552275968	4	"pan"
"PTX3_CVDI"	"PTX3"	"Total cholesterol"	"rs9859018"	0.0601357904946654	0.055286129970902	0.276719045612457	4	"pan"
"PTX3_CVDI"	"PTX3"	"Total cholesterol"	"All - Inverse variance weighted"	-0.0108760765342112	0.0211397831024718	0.606913764165336	4	"pan"
"PlGF_CVDI"	"PlGF"	"Total cholesterol"	"rs175048"	-0.0550218340611354	0.0445414847161572	0.216721062179052	2	"pan"
"PlGF_CVDI"	"PlGF"	"Total cholesterol"	"rs9551468"	-0.0107784431137725	0.0622754491017964	0.862590963908731	2	"pan"
"PlGF_CVDI"	"PlGF"	"Total cholesterol"	"All - Inverse variance weighted"	-0.0400484841465689	0.0362286501138233	0.268970352263799	2	"pan"
"RAGE_CVDI"	"RAGE"	"Total cholesterol"	"rs17587226"	0.0221793635486982	0.0617164898746384	0.719314574375423	9	"pan"
"RAGE_CVDI"	"RAGE"	"Total cholesterol"	"rs204993"	0.120214909335124	0.0295500335795836	4.73814046330413e-05	9	"pan"
"RAGE_CVDI"	"RAGE"	"Total cholesterol"	"rs2076295"	-0.0409165302782324	0.0589198036006547	0.487403529676025	9	"pan"
"RAGE_CVDI"	"RAGE"	"Total cholesterol"	"rs2487928"	-0.0851063829787234	0.0723404255319149	0.239406878796789	9	"pan"
"RAGE_CVDI"	"RAGE"	"Total cholesterol"	"rs2609280"	-0.123893805309735	0.0884955752212389	0.161513318467542	9	"pan"
"RAGE_CVDI"	"RAGE"	"Total cholesterol"	"rs3117427"	0.191793893129771	0.0620229007633588	0.00198606870726601	9	"pan"
"RAGE_CVDI"	"RAGE"	"Total cholesterol"	"rs333947"	0.162763466042155	0.0573770491803279	0.00455774672613572	9	"pan"
"RAGE_CVDI"	"RAGE"	"Total cholesterol"	"rs7309382"	-0.0539629005059022	0.0826306913996627	0.51371680889053	9	"pan"
"RAGE_CVDI"	"RAGE"	"Total cholesterol"	"rs7976945"	0.0370741482965932	0.0781563126252505	0.635243943301168	9	"pan"
"RAGE_CVDI"	"RAGE"	"Total cholesterol"	"All - Inverse variance weighted"	0.0682330239436232	0.0331010231794577	0.0392689994218759	9	"pan"
"REN_CVDI"	"REN"	"Total cholesterol"	"rs72936304"	-0.310969116080937	0.0798722044728434	9.88761416366081e-05	1	"pan"
"REN_CVDI"	"REN"	"Total cholesterol"	"All - Wald ratio"	-0.310969116080937	0.0798722044728434	9.88761416366081e-05	1	"pan"
"RETN_CVDI"	"RETN"	"Total cholesterol"	"rs10107630"	-0.0246045694200351	0.0896309314586995	0.783692870457014	7	"pan"
"RETN_CVDI"	"RETN"	"Total cholesterol"	"rs17405635"	-0.0550688360450563	0.0725907384230288	0.448079492505683	7	"pan"
"RETN_CVDI"	"RETN"	"Total cholesterol"	"rs2010527"	-0.0112	0.0944	0.905557350848683	7	"pan"
"RETN_CVDI"	"RETN"	"Total cholesterol"	"rs2239619"	-0.349624060150376	0.0676691729323308	2.38305706640278e-07	7	"pan"
"RETN_CVDI"	"RETN"	"Total cholesterol"	"rs3219175"	0.0161770543866614	0.0328503374354903	0.622403288683465	7	"pan"
"RETN_CVDI"	"RETN"	"Total cholesterol"	"rs445"	-0.182352941176471	0.107058823529412	0.0885125572406357	7	"pan"
"RETN_CVDI"	"RETN"	"Total cholesterol"	"rs8075668"	-0.116144018583043	0.0603948896631823	0.0544703900274774	7	"pan"
"RETN_CVDI"	"RETN"	"Total cholesterol"	"All - Inverse variance weighted"	-0.0640913186496318	0.0475858609199371	0.178026504109472	7	"pan"
"SCF_CVDI"	"SCF"	"Total cholesterol"	"rs11608458"	0.0988538681948424	0.0759312320916905	0.192955088064581	11	"pan"
"SCF_CVDI"	"SCF"	"Total cholesterol"	"rs12149545"	0.413953488372093	0.0434108527131783	1.48857252649706e-21	11	"pan"
"SCF_CVDI"	"SCF"	"Total cholesterol"	"rs174528"	-0.747927031509121	0.0613598673300166	3.54935164364979e-34	11	"pan"
"SCF_CVDI"	"SCF"	"Total cholesterol"	"rs1883025"	0.657843137254902	0.0411764705882353	1.87245071391658e-57	11	"pan"
"SCF_CVDI"	"SCF"	"Total cholesterol"	"rs2980888"	-0.711840228245364	0.0570613409415121	1.02206202191179e-35	11	"pan"
"SCF_CVDI"	"SCF"	"Total cholesterol"	"rs579459"	-0.782828282828283	0.0555555555555556	4.31964816624361e-45	11	"pan"
"SCF_CVDI"	"SCF"	"Total cholesterol"	"rs73593810"	0.187307455329636	0.044362292051756	2.41905431846038e-05	11	"pan"
"SCF_CVDI"	"SCF"	"Total cholesterol"	"rs7679"	-0.00768973587428954	0.0153794717485791	0.617075077451974	11	"pan"
"SCF_CVDI"	"SCF"	"Total cholesterol"	"rs798893"	0.197754749568221	0.0595854922279793	0.000903920183326094	11	"pan"
"SCF_CVDI"	"SCF"	"Total cholesterol"	"rs822928"	0.476407914764079	0.0806697108066971	3.51236899639772e-09	11	"pan"
"SCF_CVDI"	"SCF"	"Total cholesterol"	"rs964184"	-1.47151515151515	0.0921212121212121	1.94924327517757e-57	11	"pan"
"SCF_CVDI"	"SCF"	"Total cholesterol"	"All - Inverse variance weighted"	-0.00373510732006005	0.125050000272658	0.976171600264644	11	"pan"
"SELE_CVDI"	"SELE"	"Total cholesterol"	"rs10935473"	-0.0219354838709677	0.0464516129032258	0.636768179585685	5	"pan"
"SELE_CVDI"	"SELE"	"Total cholesterol"	"rs12740374"	1.68157894736842	0.0565789473684211	4.12014903349863e-194	5	"pan"
"SELE_CVDI"	"SELE"	"Total cholesterol"	"rs4656710"	0.0418648905803996	0.0513796384395814	0.4151783194999	5	"pan"
"SELE_CVDI"	"SELE"	"Total cholesterol"	"rs507666"	-0.0821273090951877	0.00741263678079774	1.57988919681878e-28	5	"pan"
"SELE_CVDI"	"SELE"	"Total cholesterol"	"rs7047770"	-0.0809716599190283	0.0931174089068826	0.384538052996623	5	"pan"
"SELE_CVDI"	"SELE"	"Total cholesterol"	"All - Inverse variance weighted"	-0.049976447922429	0.110975630016266	0.652467362307173	5	"pan"
"SPON1_CVDI"	"SPON1"	"Total cholesterol"	"rs10832172"	0.0248908296943231	0.0152838427947598	0.103403776769015	1	"pan"
"SPON1_CVDI"	"SPON1"	"Total cholesterol"	"All - Wald ratio"	0.0248908296943231	0.0152838427947598	0.103403776769015	1	"pan"
"ST2_CVDI"	"ST2"	"Total cholesterol"	"rs13107325"	-0.261771747805267	0.0646448523543496	5.13529057173377e-05	4	"pan"
"ST2_CVDI"	"ST2"	"Total cholesterol"	"rs2460382"	-0.262953367875648	0.0764248704663212	0.000580258700407626	4	"pan"
"ST2_CVDI"	"ST2"	"Total cholesterol"	"rs635634"	-0.8575	0.06625	2.56054739018056e-38	4	"pan"
"ST2_CVDI"	"ST2"	"Total cholesterol"	"rs950880"	0.00387476751394916	0.00805951642901426	0.63068052093282	4	"pan"
"ST2_CVDI"	"ST2"	"Total cholesterol"	"All - Inverse variance weighted"	-0.0151795685570913	0.0632295885581391	0.810275485214044	4	"pan"
"TF_CVDI"	"TF"	"Total cholesterol"	"rs11589759"	0.0201086956521739	0.0282608695652174	0.476750625768757	4	"pan"
"TF_CVDI"	"TF"	"Total cholesterol"	"rs492602"	-0.153581943081452	0.0181550539744848	2.68619709066793e-17	4	"pan"
"TF_CVDI"	"TF"	"Total cholesterol"	"rs6041"	0.173694779116466	0.0893574297188755	0.0519171339797587	4	"pan"
"TF_CVDI"	"TF"	"Total cholesterol"	"rs635634"	-0.310126582278481	0.0239602169981917	2.5605473901805e-38	4	"pan"
"TF_CVDI"	"TF"	"Total cholesterol"	"All - Inverse variance weighted"	-0.155893196826222	0.0712999259439738	0.0287832384193268	4	"pan"
"TIE2_CVDI"	"TIE2"	"Total cholesterol"	"rs10804683"	0.0150068212824011	0.0736698499317872	0.838585047747096	5	"pan"
"TIE2_CVDI"	"TIE2"	"Total cholesterol"	"rs11220490"	-0.0471785383903793	0.0749306197964847	0.52893693322248	5	"pan"
"TIE2_CVDI"	"TIE2"	"Total cholesterol"	"rs1394519"	-0.00995024875621891	0.054726368159204	0.855725415320072	5	"pan"
"TIE2_CVDI"	"TIE2"	"Total cholesterol"	"rs2273720"	0.0048947626040137	0.0149290259422418	0.743010825241539	5	"pan"
"TIE2_CVDI"	"TIE2"	"Total cholesterol"	"rs8176743"	-0.0235009257940464	0.0108246688505911	0.0299271941065771	5	"pan"
"TIE2_CVDI"	"TIE2"	"Total cholesterol"	"All - Inverse variance weighted"	-0.0136733847752927	0.00853815162796758	0.1092782748567	5	"pan"
"TM_CVDI"	"TM"	"Total cholesterol"	"rs3176123"	-0.0222052067381317	0.0112302194997448	0.0480108107186987	2	"pan"
"TM_CVDI"	"TM"	"Total cholesterol"	"rs612169"	0.232069970845481	0.0215743440233236	5.50744531365914e-27	2	"pan"
"TM_CVDI"	"TM"	"Total cholesterol"	"All - Inverse variance weighted"	0.0320041437847263	0.104141435302102	0.758604214337091	2	"pan"
"TNF-R1_CVDI"	"TNF-R1"	"Total cholesterol"	"rs10495562"	0.156645569620253	0.0791139240506329	0.047703528683017	2	"pan"
"TNF-R1_CVDI"	"TNF-R1"	"Total cholesterol"	"rs10982156"	-0.101020408163265	0.125510204081633	0.420890056776579	2	"pan"
"TNF-R1_CVDI"	"TNF-R1"	"Total cholesterol"	"All - Inverse variance weighted"	0.0833788255013347	0.116233951445474	0.473166652136054	2	"pan"
"TNF-R2_CVDI"	"TNF-R2"	"Total cholesterol"	"rs2256974"	0.0480109739368999	0.0973936899862826	0.622042443234244	4	"pan"
"TNF-R2_CVDI"	"TNF-R2"	"Total cholesterol"	"rs4766578"	-0.373641304347826	0.0489130434782609	2.19104281834897e-14	4	"pan"
"TNF-R2_CVDI"	"TNF-R2"	"Total cholesterol"	"rs4976646"	-0.0212765957446809	0.0673758865248227	0.752162308378054	4	"pan"
"TNF-R2_CVDI"	"TNF-R2"	"Total cholesterol"	"rs5746026"	-0.0159659393294305	0.0417775412453433	0.702338532209919	4	"pan"
"TNF-R2_CVDI"	"TNF-R2"	"Total cholesterol"	"All - Inverse variance weighted"	-0.125278532476141	0.0983125580178961	0.202561297296255	4	"pan"
"TNFSF14_CVDI"	"TNFSF14"	"Total cholesterol"	"rs344560"	0.00634819869861927	0.0196794159657197	0.747012853671546	1	"pan"
"TNFSF14_CVDI"	"TNFSF14"	"Total cholesterol"	"All - Wald ratio"	0.00634819869861927	0.0196794159657197	0.747012853671546	1	"pan"
"TRAIL_CVDI"	"TRAIL"	"Total cholesterol"	"rs16840522"	-0.0914855072463768	0.0443840579710145	0.0392816281796775	5	"pan"
"TRAIL_CVDI"	"TRAIL"	"Total cholesterol"	"rs1801689"	0.260903426791277	0.0533489096573209	1.00574563855395e-06	5	"pan"
"TRAIL_CVDI"	"TRAIL"	"Total cholesterol"	"rs2304456"	0.0112359550561798	0.032932971716389	0.732970735510045	5	"pan"
"TRAIL_CVDI"	"TRAIL"	"Total cholesterol"	"rs4760"	-0.0118457300275482	0.0341597796143251	0.728760966065258	5	"pan"
"TRAIL_CVDI"	"TRAIL"	"Total cholesterol"	"rs673408"	-0.0473988439306358	0.0589595375722543	0.421442272706332	5	"pan"
"TRAIL_CVDI"	"TRAIL"	"Total cholesterol"	"All - Inverse variance weighted"	0.0108703128080506	0.0495247736604433	0.82626647778646	5	"pan"
"TRANCE_CVDI"	"TRANCE"	"Total cholesterol"	"rs11713634"	-0.0019047619047619	0.0542857142857143	0.972009793963865	3	"pan"
"TRANCE_CVDI"	"TRANCE"	"Total cholesterol"	"rs2062305"	-0.0521091811414392	0.0297766749379653	0.0801183137276341	3	"pan"
"TRANCE_CVDI"	"TRANCE"	"Total cholesterol"	"rs2242313"	0.0155781905332534	0.030557219892151	0.610188838027009	3	"pan"
"TRANCE_CVDI"	"TRANCE"	"Total cholesterol"	"All - Inverse variance weighted"	-0.0168366275598255	0.0226495763772383	0.457268071441933	3	"pan"
"U-PAR_CVDI"	"U-PAR"	"Total cholesterol"	"rs12449427"	-0.213071895424837	0.0901960784313725	0.0181610151852828	6	"pan"
"U-PAR_CVDI"	"U-PAR"	"Total cholesterol"	"rs2162500"	-0.041123370110331	0.0511534603811434	0.421442272706332	6	"pan"
"U-PAR_CVDI"	"U-PAR"	"Total cholesterol"	"rs2302524"	-0.0532871972318339	0.0519031141868512	0.304577450342942	6	"pan"
"U-PAR_CVDI"	"U-PAR"	"Total cholesterol"	"rs2633317"	0.0389363722697056	0.0493827160493827	0.430426787356804	6	"pan"
"U-PAR_CVDI"	"U-PAR"	"Total cholesterol"	"rs3967200"	-0.391527599486521	0.0924261874197689	2.27424271068527e-05	6	"pan"
"U-PAR_CVDI"	"U-PAR"	"Total cholesterol"	"rs4253311"	0.116915422885572	0.0634328358208955	0.065308973145358	6	"pan"
"U-PAR_CVDI"	"U-PAR"	"Total cholesterol"	"All - Inverse variance weighted"	-0.0378323843954972	0.0570469363552584	0.507215311057813	6	"pan"
"VEGF-A_CVDI"	"VEGF-A"	"Total cholesterol"	"rs10738760"	0.0698080279232112	0.0523560209424084	0.182422439451736	4	"pan"
"VEGF-A_CVDI"	"VEGF-A"	"Total cholesterol"	"rs10761731"	0.205163043478261	0.0692934782608696	0.00306856750974131	4	"pan"
"VEGF-A_CVDI"	"VEGF-A"	"Total cholesterol"	"rs6921438"	0.00538599640933573	0.0118940754039497	0.650671023604874	4	"pan"
"VEGF-A_CVDI"	"VEGF-A"	"Total cholesterol"	"rs6993770"	-0.0281124497991968	0.0274431057563588	0.305650988197024	4	"pan"
"VEGF-A_CVDI"	"VEGF-A"	"Total cholesterol"	"All - Inverse variance weighted"	0.00768588021611231	0.0204639114356622	0.707227549905614	4	"pan"
"VEGF-D_CVDI"	"VEGF-D"	"Total cholesterol"	"rs1511801"	-0.0526315789473684	0.0268421052631579	0.0499041886618632	3	"pan"
"VEGF-D_CVDI"	"VEGF-D"	"Total cholesterol"	"rs1801020"	0.195183776932826	0.100126742712294	0.0512516019450929	3	"pan"
"VEGF-D_CVDI"	"VEGF-D"	"Total cholesterol"	"rs5030072"	-0.0143295803480041	0.0532241555783009	0.787752103714477	3	"pan"
"VEGF-D_CVDI"	"VEGF-D"	"Total cholesterol"	"All - Inverse variance weighted"	-0.0318568311866092	0.0398604872313527	0.424169655296872	3	"pan"
"mAmP_CVDI"	"mAmP"	"Total cholesterol"	"rs11150189"	-0.0135427952329361	0.0303358613217768	0.655287698143999	2	"pan"
"mAmP_CVDI"	"mAmP"	"Total cholesterol"	"rs1800961"	0.342249436029649	0.0325491459877538	7.37969823682966e-26	2	"pan"
"mAmP_CVDI"	"mAmP"	"Total cholesterol"	"All - Inverse variance weighted"	0.151846440620057	0.177455926682975	0.392171833618852	2	"pan"
"t-PA_CVDI"	"t-PA"	"Total cholesterol"	"rs10965545"	-0.0564459930313589	0.0801393728222997	0.481216189102794	2	"pan"
"t-PA_CVDI"	"t-PA"	"Total cholesterol"	"rs4759521"	0.100877192982456	0.0789473684210526	0.201327791983001	2	"pan"
"t-PA_CVDI"	"t-PA"	"Total cholesterol"	"All - Inverse variance weighted"	0.023394324242386	0.078652761067156	0.766132094157416	2	"pan"
